Animal,Experiment,Box,phase,subphase,component,freezing,motion
17,220512_SEFL10K_trauma_g5,1,trauma,postshock,postshock04,61,14.62
17,220512_SEFL10K_trauma_g5,1,trauma,postshock,postshock05,65,10.98
17,220512_SEFL10K_trauma_g5,1,trauma,postshock,postshock06,54,58.74
17,220512_SEFL10K_trauma_g5,1,trauma,postshock,postshock07,63.67,29.75
17,220512_SEFL10K_trauma_g5,1,trauma,postshock,postshock08,78.83,5.22
17,220512_SEFL10K_trauma_g5,1,trauma,postshock,postshock09,49,16.09
17,220512_SEFL10K_trauma_g5,1,trauma,postshock,postshock10,84.33,10.89
18,220512_SEFL10K_trauma_g5,2,trauma,baseline,baseline,0.33,188.6
18,220512_SEFL10K_trauma_g5,2,trauma,shock,shock01,0,1149.77
18,220512_SEFL10K_trauma_g5,2,trauma,shock,shock02,0,1609.77
18,220512_SEFL10K_trauma_g5,2,trauma,shock,shock03,0,1032.23
18,220512_SEFL10K_trauma_g5,2,trauma,shock,shock04,0,678.4
18,220512_SEFL10K_trauma_g5,2,trauma,shock,shock05,0,1156.37
18,220512_SEFL10K_trauma_g5,2,trauma,shock,shock06,0,669.63
18,220512_SEFL10K_trauma_g5,2,trauma,shock,shock07,0,1030.4
18,220512_SEFL10K_trauma_g5,2,trauma,shock,shock08,0,999.37
18,220512_SEFL10K_trauma_g5,2,trauma,shock,shock09,0,1180.63
18,220512_SEFL10K_trauma_g5,2,trauma,shock,shock10,0,1138.3
18,220512_SEFL10K_trauma_g5,2,trauma,postshock,postshock01,22.67,60.21
18,220512_SEFL10K_trauma_g5,2,trauma,postshock,postshock02,35.67,58.12
18,220512_SEFL10K_trauma_g5,2,trauma,postshock,postshock03,51.5,24.3
18,220512_SEFL10K_trauma_g5,2,trauma,postshock,postshock04,71.67,13.58
18,220512_SEFL10K_trauma_g5,2,trauma,postshock,postshock05,56.5,22.8
18,220512_SEFL10K_trauma_g5,2,trauma,postshock,postshock06,63.33,24.67
18,220512_SEFL10K_trauma_g5,2,trauma,postshock,postshock07,68.33,8.39
18,220512_SEFL10K_trauma_g5,2,trauma,postshock,postshock08,51.17,13
18,220512_SEFL10K_trauma_g5,2,trauma,postshock,postshock09,68.83,22.26
18,220512_SEFL10K_trauma_g5,2,trauma,postshock,postshock10,90.33,3.86
19,220512_SEFL10K_trauma_g5,3,trauma,baseline,baseline,0,168
19,220512_SEFL10K_trauma_g5,3,trauma,shock,shock01,0,1508.93
19,220512_SEFL10K_trauma_g5,3,trauma,shock,shock02,0,965.53
19,220512_SEFL10K_trauma_g5,3,trauma,shock,shock03,0,1477.53
19,220512_SEFL10K_trauma_g5,3,trauma,shock,shock04,0,1843.1
19,220512_SEFL10K_trauma_g5,3,trauma,shock,shock05,0,1364.03
19,220512_SEFL10K_trauma_g5,3,trauma,shock,shock06,0,876.27
19,220512_SEFL10K_trauma_g5,3,trauma,shock,shock07,0,1082.6
19,220512_SEFL10K_trauma_g5,3,trauma,shock,shock08,0,950.53
19,220512_SEFL10K_trauma_g5,3,trauma,shock,shock09,0,1023.77
19,220512_SEFL10K_trauma_g5,3,trauma,shock,shock10,0,968.67
19,220512_SEFL10K_trauma_g5,3,trauma,postshock,postshock01,12.17,176.63
19,220512_SEFL10K_trauma_g5,3,trauma,postshock,postshock02,29.67,100.32
19,220512_SEFL10K_trauma_g5,3,trauma,postshock,postshock03,62.33,15.89
19,220512_SEFL10K_trauma_g5,3,trauma,postshock,postshock04,30.83,41.53
19,220512_SEFL10K_trauma_g5,3,trauma,postshock,postshock05,72.83,14.05
19,220512_SEFL10K_trauma_g5,3,trauma,postshock,postshock06,54.67,27.78
19,220512_SEFL10K_trauma_g5,3,trauma,postshock,postshock07,64.67,18.53
19,220512_SEFL10K_trauma_g5,3,trauma,postshock,postshock08,66.83,12.65
19,220512_SEFL10K_trauma_g5,3,trauma,postshock,postshock09,42.5,44.58
19,220512_SEFL10K_trauma_g5,3,trauma,postshock,postshock10,79.33,5.74
20,220512_SEFL10K_trauma_g5,4,trauma,baseline,baseline,0.71,199.75
20,220512_SEFL10K_trauma_g5,4,trauma,shock,shock01,0,1209.27
20,220512_SEFL10K_trauma_g5,4,trauma,shock,shock02,0,1327.93
20,220512_SEFL10K_trauma_g5,4,trauma,shock,shock03,0,1026.43
20,220512_SEFL10K_trauma_g5,4,trauma,shock,shock04,0,1385.7
20,220512_SEFL10K_trauma_g5,4,trauma,shock,shock05,0,906.63
20,220512_SEFL10K_trauma_g5,4,trauma,shock,shock06,0,648
20,220512_SEFL10K_trauma_g5,4,trauma,shock,shock07,0,1332.2
20,220512_SEFL10K_trauma_g5,4,trauma,shock,shock08,0,1232.23
20,220512_SEFL10K_trauma_g5,4,trauma,shock,shock09,0,825.1
20,220512_SEFL10K_trauma_g5,4,trauma,shock,shock10,0,1157.87
20,220512_SEFL10K_trauma_g5,4,trauma,postshock,postshock01,83.67,5.6
20,220512_SEFL10K_trauma_g5,4,trauma,postshock,postshock02,44.67,79.97
20,220512_SEFL10K_trauma_g5,4,trauma,postshock,postshock03,59.83,12.56
20,220512_SEFL10K_trauma_g5,4,trauma,postshock,postshock04,94.67,1.27
20,220512_SEFL10K_trauma_g5,4,trauma,postshock,postshock05,30.17,28.23
20,220512_SEFL10K_trauma_g5,4,trauma,postshock,postshock06,96.17,1.5
20,220512_SEFL10K_trauma_g5,4,trauma,postshock,postshock07,81.17,3.38
20,220512_SEFL10K_trauma_g5,4,trauma,postshock,postshock08,88.5,3.6
20,220512_SEFL10K_trauma_g5,4,trauma,postshock,postshock09,81.5,12.34
20,220512_SEFL10K_trauma_g5,4,trauma,postshock,postshock10,98.17,0.82
21,220512_SEFL10K_trauma_g6,1,trauma,baseline,baseline,0.73,188.41
21,220512_SEFL10K_trauma_g6,1,trauma,shock,shock01,0,1310.43
21,220512_SEFL10K_trauma_g6,1,trauma,shock,shock02,0,1069.4
21,220512_SEFL10K_trauma_g6,1,trauma,shock,shock03,0,874.17
21,220512_SEFL10K_trauma_g6,1,trauma,shock,shock04,0,959.63
21,220512_SEFL10K_trauma_g6,1,trauma,shock,shock05,0,1040.03
21,220512_SEFL10K_trauma_g6,1,trauma,shock,shock06,0,819.83
21,220512_SEFL10K_trauma_g6,1,trauma,shock,shock07,0,728.47
21,220512_SEFL10K_trauma_g6,1,trauma,shock,shock08,0,1055.7
21,220512_SEFL10K_trauma_g6,1,trauma,shock,shock09,0,1100.3
21,220512_SEFL10K_trauma_g6,1,trauma,shock,shock10,0,661.13
21,220512_SEFL10K_trauma_g6,1,trauma,postshock,postshock01,48.33,24.32
21,220512_SEFL10K_trauma_g6,1,trauma,postshock,postshock02,64.67,21.3
21,220512_SEFL10K_trauma_g6,1,trauma,postshock,postshock03,71.83,13.34
21,220512_SEFL10K_trauma_g6,1,trauma,postshock,postshock04,75.83,19.28
21,220512_SEFL10K_trauma_g6,1,trauma,postshock,postshock05,79.83,19.65
21,220512_SEFL10K_trauma_g6,1,trauma,postshock,postshock06,78.17,9.51
21,220512_SEFL10K_trauma_g6,1,trauma,postshock,postshock07,68.5,57.56
21,220512_SEFL10K_trauma_g6,1,trauma,postshock,postshock08,72.83,8.71
21,220512_SEFL10K_trauma_g6,1,trauma,postshock,postshock09,62.17,31.88
21,220512_SEFL10K_trauma_g6,1,trauma,postshock,postshock10,77.83,18.09
22,220512_SEFL10K_trauma_g6,2,trauma,baseline,baseline,0,234.21
22,220512_SEFL10K_trauma_g6,2,trauma,shock,shock01,0,1113.47
22,220512_SEFL10K_trauma_g6,2,trauma,shock,shock02,0,1084.23
22,220512_SEFL10K_trauma_g6,2,trauma,shock,shock03,0,1180.3
22,220512_SEFL10K_trauma_g6,2,trauma,shock,shock04,0,1024.3
22,220512_SEFL10K_trauma_g6,2,trauma,shock,shock05,0,725.33
22,220512_SEFL10K_trauma_g6,2,trauma,shock,shock06,0,740.63
22,220512_SEFL10K_trauma_g6,2,trauma,shock,shock07,0,634.7
22,220512_SEFL10K_trauma_g6,2,trauma,shock,shock08,0,547.43
22,220512_SEFL10K_trauma_g6,2,trauma,shock,shock09,0,772.43
22,220512_SEFL10K_trauma_g6,2,trauma,shock,shock10,0,1750.17
22,220512_SEFL10K_trauma_g6,2,trauma,postshock,postshock01,14.17,118.48
22,220512_SEFL10K_trauma_g6,2,trauma,postshock,postshock02,48,22.69
22,220512_SEFL10K_trauma_g6,2,trauma,postshock,postshock03,72.17,16.42
22,220512_SEFL10K_trauma_g6,2,trauma,postshock,postshock04,70.33,18.41
22,220512_SEFL10K_trauma_g6,2,trauma,postshock,postshock05,62.83,26.18
22,220512_SEFL10K_trauma_g6,2,trauma,postshock,postshock06,50.83,24.62
22,220512_SEFL10K_trauma_g6,2,trauma,postshock,postshock07,57.33,64.28
22,220512_SEFL10K_trauma_g6,2,trauma,postshock,postshock08,62,38.47
22,220512_SEFL10K_trauma_g6,2,trauma,postshock,postshock09,80.17,32.15
22,220512_SEFL10K_trauma_g6,2,trauma,postshock,postshock10,81.5,7.52
23,220512_SEFL10K_trauma_g6,3,trauma,baseline,baseline,0.39,177.96
23,220512_SEFL10K_trauma_g6,3,trauma,shock,shock01,0,1107.1
23,220512_SEFL10K_trauma_g6,3,trauma,shock,shock02,0,672.9
23,220512_SEFL10K_trauma_g6,3,trauma,shock,shock03,0,986.13
23,220512_SEFL10K_trauma_g6,3,trauma,shock,shock04,0,791.9
23,220512_SEFL10K_trauma_g6,3,trauma,shock,shock05,0,563.93
23,220512_SEFL10K_trauma_g6,3,trauma,shock,shock06,0,773.33
23,220512_SEFL10K_trauma_g6,3,trauma,shock,shock07,0,825.67
23,220512_SEFL10K_trauma_g6,3,trauma,shock,shock08,0,628.6
23,220512_SEFL10K_trauma_g6,3,trauma,shock,shock09,0,694.97
23,220512_SEFL10K_trauma_g6,3,trauma,shock,shock10,0,861.1
23,220512_SEFL10K_trauma_g6,3,trauma,postshock,postshock01,0,156.1
23,220512_SEFL10K_trauma_g6,3,trauma,postshock,postshock02,39.83,67.17
23,220512_SEFL10K_trauma_g6,3,trauma,postshock,postshock03,41.17,35.45
23,220512_SEFL10K_trauma_g6,3,trauma,postshock,postshock04,32.17,41.22
23,220512_SEFL10K_trauma_g6,3,trauma,postshock,postshock05,40.83,37.37
23,220512_SEFL10K_trauma_g6,3,trauma,postshock,postshock06,74.5,26.37
23,220512_SEFL10K_trauma_g6,3,trauma,postshock,postshock07,83.5,10.71
23,220512_SEFL10K_trauma_g6,3,trauma,postshock,postshock08,58.5,29.57
23,220512_SEFL10K_trauma_g6,3,trauma,postshock,postshock09,77.67,16.47
23,220512_SEFL10K_trauma_g6,3,trauma,postshock,postshock10,86.5,3.21
24,220512_SEFL10K_trauma_g6,4,trauma,baseline,baseline,1.7,195.54
24,220512_SEFL10K_trauma_g6,4,trauma,shock,shock01,0,1806.5
24,220512_SEFL10K_trauma_g6,4,trauma,shock,shock02,0,1165.57
24,220512_SEFL10K_trauma_g6,4,trauma,shock,shock03,0,1263.7
24,220512_SEFL10K_trauma_g6,4,trauma,shock,shock04,0,1675.77
24,220512_SEFL10K_trauma_g6,4,trauma,shock,shock05,0,679.07
24,220512_SEFL10K_trauma_g6,4,trauma,shock,shock06,0,1282.57
24,220512_SEFL10K_trauma_g6,4,trauma,shock,shock07,0,883.83
24,220512_SEFL10K_trauma_g6,4,trauma,shock,shock08,0,766.93
24,220512_SEFL10K_trauma_g6,4,trauma,shock,shock09,0,549.07
24,220512_SEFL10K_trauma_g6,4,trauma,shock,shock10,0,1025.57
24,220512_SEFL10K_trauma_g6,4,trauma,postshock,postshock01,39.83,80.79
24,220512_SEFL10K_trauma_g6,4,trauma,postshock,postshock02,27.33,44.42
24,220512_SEFL10K_trauma_g6,4,trauma,postshock,postshock03,63.17,27.93
24,220512_SEFL10K_trauma_g6,4,trauma,postshock,postshock04,84.17,6.68
24,220512_SEFL10K_trauma_g6,4,trauma,postshock,postshock05,25.67,21.89
24,220512_SEFL10K_trauma_g6,4,trauma,postshock,postshock06,35.5,19.49
24,220512_SEFL10K_trauma_g6,4,trauma,postshock,postshock07,83.83,7.17
24,220512_SEFL10K_trauma_g6,4,trauma,postshock,postshock08,62,45.05
24,220512_SEFL10K_trauma_g6,4,trauma,postshock,postshock09,82.5,5.86
24,220512_SEFL10K_trauma_g6,4,trauma,postshock,postshock10,76,13.77
25,220512_SEFL10K_trauma_g7,1,trauma,baseline,baseline,0,190.25
25,220512_SEFL10K_trauma_g7,1,trauma,shock,shock01,0,1212.4
25,220512_SEFL10K_trauma_g7,1,trauma,shock,shock02,0,1029.63
25,220512_SEFL10K_trauma_g7,1,trauma,shock,shock03,0,859.4
25,220512_SEFL10K_trauma_g7,1,trauma,shock,shock04,0,2272.23
25,220512_SEFL10K_trauma_g7,1,trauma,shock,shock05,0,1382.3
25,220512_SEFL10K_trauma_g7,1,trauma,shock,shock06,0,874.47
25,220512_SEFL10K_trauma_g7,1,trauma,shock,shock07,0,1448.4
25,220512_SEFL10K_trauma_g7,1,trauma,shock,shock08,0,1035.5
25,220512_SEFL10K_trauma_g7,1,trauma,shock,shock09,0,925.37
25,220512_SEFL10K_trauma_g7,1,trauma,shock,shock10,0,873.57
25,220512_SEFL10K_trauma_g7,1,trauma,postshock,postshock01,46.5,46.42
25,220512_SEFL10K_trauma_g7,1,trauma,postshock,postshock02,76.5,15.7
25,220512_SEFL10K_trauma_g7,1,trauma,postshock,postshock03,80.83,13.74
25,220512_SEFL10K_trauma_g7,1,trauma,postshock,postshock04,42.67,17.83
25,220512_SEFL10K_trauma_g7,1,trauma,postshock,postshock05,90,2.76
25,220512_SEFL10K_trauma_g7,1,trauma,postshock,postshock06,86.67,8.42
25,220512_SEFL10K_trauma_g7,1,trauma,postshock,postshock07,89.5,11.61
25,220512_SEFL10K_trauma_g7,1,trauma,postshock,postshock08,84.83,5.94
25,220512_SEFL10K_trauma_g7,1,trauma,postshock,postshock09,82.67,4.82
25,220512_SEFL10K_trauma_g7,1,trauma,postshock,postshock10,73.67,16.76
26,220512_SEFL10K_trauma_g7,2,trauma,baseline,baseline,0,250.06
26,220512_SEFL10K_trauma_g7,2,trauma,shock,shock01,0,1114.27
26,220512_SEFL10K_trauma_g7,2,trauma,shock,shock02,0,1077
26,220512_SEFL10K_trauma_g7,2,trauma,shock,shock03,0,1528.47
26,220512_SEFL10K_trauma_g7,2,trauma,shock,shock04,0,1061.33
26,220512_SEFL10K_trauma_g7,2,trauma,shock,shock05,0,811.4
26,220512_SEFL10K_trauma_g7,2,trauma,shock,shock06,0,752.5
26,220512_SEFL10K_trauma_g7,2,trauma,shock,shock07,0,685.57
26,220512_SEFL10K_trauma_g7,2,trauma,shock,shock08,0,743.1
26,220512_SEFL10K_trauma_g7,2,trauma,shock,shock09,0,1643.4
26,220512_SEFL10K_trauma_g7,2,trauma,shock,shock10,0,805.3
26,220512_SEFL10K_trauma_g7,2,trauma,postshock,postshock01,12.83,139.18
26,220512_SEFL10K_trauma_g7,2,trauma,postshock,postshock02,47,17.4
26,220512_SEFL10K_trauma_g7,2,trauma,postshock,postshock03,31.83,89.59
26,220512_SEFL10K_trauma_g7,2,trauma,postshock,postshock04,67.17,27.34
26,220512_SEFL10K_trauma_g7,2,trauma,postshock,postshock05,66.33,64.77
26,220512_SEFL10K_trauma_g7,2,trauma,postshock,postshock06,46,67.98
26,220512_SEFL10K_trauma_g7,2,trauma,postshock,postshock07,79.5,8.32
26,220512_SEFL10K_trauma_g7,2,trauma,postshock,postshock08,67.17,12.2
26,220512_SEFL10K_trauma_g7,2,trauma,postshock,postshock09,86.5,3.76
26,220512_SEFL10K_trauma_g7,2,trauma,postshock,postshock10,92.33,0.52
27,220512_SEFL10K_trauma_g7,3,trauma,baseline,baseline,2.48,157.13
27,220512_SEFL10K_trauma_g7,3,trauma,shock,shock01,0,1125.57
27,220512_SEFL10K_trauma_g7,3,trauma,shock,shock02,0,819.7
27,220512_SEFL10K_trauma_g7,3,trauma,shock,shock03,0,1042.53
27,220512_SEFL10K_trauma_g7,3,trauma,shock,shock04,0,1065.93
27,220512_SEFL10K_trauma_g7,3,trauma,shock,shock05,0,821.7
27,220512_SEFL10K_trauma_g7,3,trauma,shock,shock06,0,876.63
27,220512_SEFL10K_trauma_g7,3,trauma,shock,shock07,0,613.07
27,220512_SEFL10K_trauma_g7,3,trauma,shock,shock08,0,605.1
27,220512_SEFL10K_trauma_g7,3,trauma,shock,shock09,0,1152.37
27,220512_SEFL10K_trauma_g7,3,trauma,shock,shock10,0,769.97
27,220512_SEFL10K_trauma_g7,3,trauma,postshock,postshock01,0,109.1
27,220512_SEFL10K_trauma_g7,3,trauma,postshock,postshock02,34,56.72
27,220512_SEFL10K_trauma_g7,3,trauma,postshock,postshock03,35,51.62
27,220512_SEFL10K_trauma_g7,3,trauma,postshock,postshock04,33.17,44.9
27,220512_SEFL10K_trauma_g7,3,trauma,postshock,postshock05,56.33,12.93
27,220512_SEFL10K_trauma_g7,3,trauma,postshock,postshock06,91.17,4.11
27,220512_SEFL10K_trauma_g7,3,trauma,postshock,postshock07,92.5,3.54
27,220512_SEFL10K_trauma_g7,3,trauma,postshock,postshock08,41.83,48.16
27,220512_SEFL10K_trauma_g7,3,trauma,postshock,postshock09,86.33,3.62
27,220512_SEFL10K_trauma_g7,3,trauma,postshock,postshock10,85.17,5.16
28,220512_SEFL10K_trauma_g7,4,trauma,baseline,baseline,0,184.12
28,220512_SEFL10K_trauma_g7,4,trauma,shock,shock01,0,1074.53
28,220512_SEFL10K_trauma_g7,4,trauma,shock,shock02,0,341.6
28,220512_SEFL10K_trauma_g7,4,trauma,shock,shock03,0,1041.93
28,220512_SEFL10K_trauma_g7,4,trauma,shock,shock04,0,804.9
28,220512_SEFL10K_trauma_g7,4,trauma,shock,shock05,0,1089
28,220512_SEFL10K_trauma_g7,4,trauma,shock,shock06,0,996.1
28,220512_SEFL10K_trauma_g7,4,trauma,shock,shock07,0,982.67
28,220512_SEFL10K_trauma_g7,4,trauma,shock,shock08,0,816.53
28,220512_SEFL10K_trauma_g7,4,trauma,shock,shock09,0,953.37
28,220512_SEFL10K_trauma_g7,4,trauma,shock,shock10,0,1106.4
28,220512_SEFL10K_trauma_g7,4,trauma,postshock,postshock01,0,179.4
28,220512_SEFL10K_trauma_g7,4,trauma,postshock,postshock02,30,41.06
28,220512_SEFL10K_trauma_g7,4,trauma,postshock,postshock03,35.5,35.62
28,220512_SEFL10K_trauma_g7,4,trauma,postshock,postshock04,66,9.07
28,220512_SEFL10K_trauma_g7,4,trauma,postshock,postshock05,77.5,10.64
28,220512_SEFL10K_trauma_g7,4,trauma,postshock,postshock06,76.17,6.73
28,220512_SEFL10K_trauma_g7,4,trauma,postshock,postshock07,29,66.43
28,220512_SEFL10K_trauma_g7,4,trauma,postshock,postshock08,75.83,15.22
28,220512_SEFL10K_trauma_g7,4,trauma,postshock,postshock09,67,13.36
28,220512_SEFL10K_trauma_g7,4,trauma,postshock,postshock10,71.33,8.61
1,220520_SEFL10K_traumatest_g1,1,traumatest,min,min01,60.11,24.66
1,220520_SEFL10K_traumatest_g1,1,traumatest,min,min02,70.22,11.78
1,220520_SEFL10K_traumatest_g1,1,traumatest,min,min03,50.44,56.09
1,220520_SEFL10K_traumatest_g1,1,traumatest,min,min04,20.72,112.3
1,220520_SEFL10K_traumatest_g1,1,traumatest,min,min05,29.89,74.71
1,220520_SEFL10K_traumatest_g1,1,traumatest,min,min06,66.44,26.95
1,220520_SEFL10K_traumatest_g1,1,traumatest,min,min07,35.56,102.74
1,220520_SEFL10K_traumatest_g1,1,traumatest,min,min08,43.67,90.61
1,220520_SEFL10K_traumatest_g1,1,traumatest,avg,avg,47.13,62.48
2,220520_SEFL10K_traumatest_g1,2,traumatest,min,min01,55.89,34.81
2,220520_SEFL10K_traumatest_g1,2,traumatest,min,min02,38.56,76.35
2,220520_SEFL10K_traumatest_g1,2,traumatest,min,min03,46.17,43.04
2,220520_SEFL10K_traumatest_g1,2,traumatest,min,min04,35.83,74.75
2,220520_SEFL10K_traumatest_g1,2,traumatest,min,min05,49.06,78.92
2,220520_SEFL10K_traumatest_g1,2,traumatest,min,min06,40.28,73.09
2,220520_SEFL10K_traumatest_g1,2,traumatest,min,min07,49.17,36.74
2,220520_SEFL10K_traumatest_g1,2,traumatest,min,min08,51.83,107.68
2,220520_SEFL10K_traumatest_g1,2,traumatest,avg,avg,46.01,65.67
3,220520_SEFL10K_traumatest_g1,3,traumatest,min,min01,61.06,19.49
3,220520_SEFL10K_traumatest_g1,3,traumatest,min,min02,87.39,5.81
3,220520_SEFL10K_traumatest_g1,3,traumatest,min,min03,71.89,7.45
3,220520_SEFL10K_traumatest_g1,3,traumatest,min,min04,53.28,46.05
3,220520_SEFL10K_traumatest_g1,3,traumatest,min,min05,8.17,210.11
3,220520_SEFL10K_traumatest_g1,3,traumatest,min,min06,35.33,58.39
3,220520_SEFL10K_traumatest_g1,3,traumatest,min,min07,46.94,27.15
3,220520_SEFL10K_traumatest_g1,3,traumatest,min,min08,10.78,186.1
3,220520_SEFL10K_traumatest_g1,3,traumatest,avg,avg,47.05,70.07
4,220520_SEFL10K_traumatest_g2,1,traumatest,min,min01,59,51.65
4,220520_SEFL10K_traumatest_g2,1,traumatest,min,min02,83.17,6.13
4,220520_SEFL10K_traumatest_g2,1,traumatest,min,min03,75.78,8.47
4,220520_SEFL10K_traumatest_g2,1,traumatest,min,min04,76.72,7.8
4,220520_SEFL10K_traumatest_g2,1,traumatest,min,min05,51.67,49.71
4,220520_SEFL10K_traumatest_g2,1,traumatest,min,min06,14.89,128.33
4,220520_SEFL10K_traumatest_g2,1,traumatest,min,min07,15.89,120.28
4,220520_SEFL10K_traumatest_g2,1,traumatest,min,min08,23.72,103.4
4,220520_SEFL10K_traumatest_g2,1,traumatest,avg,avg,50.19,59.47
5,220520_SEFL10K_traumatest_g2,2,traumatest,min,min01,33.5,36.36
5,220520_SEFL10K_traumatest_g2,2,traumatest,min,min02,30.67,55.83
5,220520_SEFL10K_traumatest_g2,2,traumatest,min,min03,40.83,46.11
5,220520_SEFL10K_traumatest_g2,2,traumatest,min,min04,52.44,24.43
5,220520_SEFL10K_traumatest_g2,2,traumatest,min,min05,68.78,19.32
5,220520_SEFL10K_traumatest_g2,2,traumatest,min,min06,19.06,129.76
5,220520_SEFL10K_traumatest_g2,2,traumatest,min,min07,29.11,71.94
5,220520_SEFL10K_traumatest_g2,2,traumatest,min,min08,21.11,164.45
5,220520_SEFL10K_traumatest_g2,2,traumatest,avg,avg,37.46,68.52
6,220520_SEFL10K_traumatest_g2,3,traumatest,min,min01,50.67,22.3
6,220520_SEFL10K_traumatest_g2,3,traumatest,min,min02,71.83,13.04
6,220520_SEFL10K_traumatest_g2,3,traumatest,min,min03,64,12.56
6,220520_SEFL10K_traumatest_g2,3,traumatest,min,min04,59.78,17.96
6,220520_SEFL10K_traumatest_g2,3,traumatest,min,min05,54.44,21.53
6,220520_SEFL10K_traumatest_g2,3,traumatest,min,min06,49.94,24.82
6,220520_SEFL10K_traumatest_g2,3,traumatest,min,min07,15.44,157.55
6,220520_SEFL10K_traumatest_g2,3,traumatest,min,min08,42.94,62.9
6,220520_SEFL10K_traumatest_g2,3,traumatest,avg,avg,51.88,41.58
7,220520_SEFL10K_traumatest_g3,1,traumatest,min,min01,66.94,19.91
7,220520_SEFL10K_traumatest_g3,1,traumatest,min,min02,79.39,11.07
7,220520_SEFL10K_traumatest_g3,1,traumatest,min,min03,81.06,5.11
7,220520_SEFL10K_traumatest_g3,1,traumatest,min,min04,71.44,12.61
7,220520_SEFL10K_traumatest_g3,1,traumatest,min,min05,61.56,18.06
7,220520_SEFL10K_traumatest_g3,1,traumatest,min,min06,54.56,26.46
7,220520_SEFL10K_traumatest_g3,1,traumatest,min,min07,46.78,69.74
7,220520_SEFL10K_traumatest_g3,1,traumatest,min,min08,76.89,8.16
7,220520_SEFL10K_traumatest_g3,1,traumatest,avg,avg,67.45,21.39
8,220520_SEFL10K_traumatest_g3,2,traumatest,min,min01,17.78,34.77
8,220520_SEFL10K_traumatest_g3,2,traumatest,min,min02,49.78,9.14
8,220520_SEFL10K_traumatest_g3,2,traumatest,min,min03,23.39,44.24
8,220520_SEFL10K_traumatest_g3,2,traumatest,min,min04,13.11,123.57
8,220520_SEFL10K_traumatest_g3,2,traumatest,min,min05,8.28,136.4
8,220520_SEFL10K_traumatest_g3,2,traumatest,min,min06,31.28,58.81
8,220520_SEFL10K_traumatest_g3,2,traumatest,min,min07,38.83,76.56
8,220520_SEFL10K_traumatest_g3,2,traumatest,min,min08,60.89,15.43
8,220520_SEFL10K_traumatest_g3,2,traumatest,avg,avg,30.6,62.37
9,220520_SEFL10K_traumatest_g3,3,traumatest,min,min01,72.67,19.91
9,220520_SEFL10K_traumatest_g3,3,traumatest,min,min02,95.33,0.63
9,220520_SEFL10K_traumatest_g3,3,traumatest,min,min03,80.39,6.04
9,220520_SEFL10K_traumatest_g3,3,traumatest,min,min04,18.94,102.15
9,220520_SEFL10K_traumatest_g3,3,traumatest,min,min05,31.78,111.97
9,220520_SEFL10K_traumatest_g3,3,traumatest,min,min06,52.22,80.09
9,220520_SEFL10K_traumatest_g3,3,traumatest,min,min07,70.83,24.68
9,220520_SEFL10K_traumatest_g3,3,traumatest,min,min08,57.28,20.24
9,220520_SEFL10K_traumatest_g3,3,traumatest,avg,avg,60.01,45.71
10,220520_SEFL10K_traumatest_g4,1,traumatest,min,min01,69.78,9.37
10,220520_SEFL10K_traumatest_g4,1,traumatest,min,min02,88.06,2.85
10,220520_SEFL10K_traumatest_g4,1,traumatest,min,min03,61.5,15.74
10,220520_SEFL10K_traumatest_g4,1,traumatest,min,min04,74.39,7.24
10,220520_SEFL10K_traumatest_g4,1,traumatest,min,min05,35.44,37.29
10,220520_SEFL10K_traumatest_g4,1,traumatest,min,min06,13.28,87.29
10,220520_SEFL10K_traumatest_g4,1,traumatest,min,min07,1.72,156.11
10,220520_SEFL10K_traumatest_g4,1,traumatest,min,min08,17,104.78
10,220520_SEFL10K_traumatest_g4,1,traumatest,avg,avg,45.36,52.58
11,220520_SEFL10K_traumatest_g4,2,traumatest,min,min01,7.89,128.66
11,220520_SEFL10K_traumatest_g4,2,traumatest,min,min02,40.17,66.05
11,220520_SEFL10K_traumatest_g4,2,traumatest,min,min03,20.56,94.66
11,220520_SEFL10K_traumatest_g4,2,traumatest,min,min04,12.17,141.46
11,220520_SEFL10K_traumatest_g4,2,traumatest,min,min05,28.06,64.15
11,220520_SEFL10K_traumatest_g4,2,traumatest,min,min06,10,172.22
11,220520_SEFL10K_traumatest_g4,2,traumatest,min,min07,38.06,94.35
11,220520_SEFL10K_traumatest_g4,2,traumatest,min,min08,29.5,107.25
11,220520_SEFL10K_traumatest_g4,2,traumatest,avg,avg,23.45,108.6
12,220520_SEFL10K_traumatest_g4,3,traumatest,min,min01,7.83,150.37
12,220520_SEFL10K_traumatest_g4,3,traumatest,min,min02,12.33,85.25
12,220520_SEFL10K_traumatest_g4,3,traumatest,min,min03,48,28.98
12,220520_SEFL10K_traumatest_g4,3,traumatest,min,min04,12.17,98.39
12,220520_SEFL10K_traumatest_g4,3,traumatest,min,min05,20.17,121.66
12,220520_SEFL10K_traumatest_g4,3,traumatest,min,min06,12.94,147.67
12,220520_SEFL10K_traumatest_g4,3,traumatest,min,min07,17.83,61.37
12,220520_SEFL10K_traumatest_g4,3,traumatest,min,min08,17.67,103.66
12,220520_SEFL10K_traumatest_g4,3,traumatest,avg,avg,18.78,99.67
13,220520_SEFL10K_traumatest_g5,1,traumatest,min,min01,86.94,3.17
13,220520_SEFL10K_traumatest_g5,1,traumatest,min,min02,60,20.37
